gkz,bezirkname,alle Krebsarten:diff_rate,alle Krebsarten:rate,alle Krebsarten:rate_at,Bauchspeicheldrüsenkrebs:diff_rate,Bauchspeicheldrüsenkrebs:rate,Bauchspeicheldrüsenkrebs:rate_at,Brustkrebs:diff_rate,Brustkrebs:rate,Brustkrebs:rate_at,Darmkrebs:diff_rate,Darmkrebs:rate,Darmkrebs:rate_at,Eierstockkrebs:diff_rate,Eierstockkrebs:rate,Eierstockkrebs:rate_at,Leukämie:diff_rate,Leukämie:rate,Leukämie:rate_at,Lungenkrebs:diff_rate,Lungenkrebs:rate,Lungenkrebs:rate_at,Magenkrebs:diff_rate,Magenkrebs:rate,Magenkrebs:rate_at,Prostatakrebs:diff_rate,Prostatakrebs:rate,Prostatakrebs:rate_at
803,Dornbirn,-8.520000000000039,317.83,326.35,-6.779999999999999,14.87,21.65,-0.16000000000000003,0.35,0.51,0.240000000000002,37.21,36.97,0,0,0,-3.799999999999999,8.48,12.28,6.550000000000011,74.62,68.07,-1.4400000000000013,14.12,15.56,-1.8799999999999955,38.88,40.76
804,Feldkirch,-23.78000000000003,302.57,326.35,-4.52,17.13,21.65,1.31,1.82,0.51,-3.049999999999997,33.92,36.97,0,0,0,-0.7099999999999991,11.57,12.28,-4.289999999999992,63.78,68.07,-1.0300000000000011,14.53,15.56,3.200000000000003,43.96,40.76
901,"Wien 1.,Innere Stadt",-50.110000000000014,276.24,326.35,6.360000000000003,28.01,21.65,-0.51,0,0.51,-8.099999999999998,28.87,36.97,0,0,0,-0.129999999999999,12.15,12.28,-8.719999999999992,59.35,68.07,-7.3100000000000005,8.25,15.56,-6.850000000000001,33.91,40.76
902,"Wien 2.,Leopoldstadt",42.089999999999975,368.44,326.35,2.150000000000002,23.8,21.65,-0.51,0,0.51,10.410000000000004,47.38,36.97,0,0,0,-1.1399999999999988,11.14,12.28,16.310000000000002,84.38,68.07,-1.5899999999999999,13.97,15.56,5.850000000000001,46.61,40.76
903,"Wien 3.,Landstraße",27.25999999999999,353.61,326.35,3.5100000000000016,25.16,21.65,0.26,0.77,0.51,0.990000000000002,37.96,36.97,0,0,0,1.700000000000001,13.98,12.28,9.38000000000001,77.45,68.07,-1.3900000000000006,14.17,15.56,0.45000000000000284,41.21,40.76
904,"Wien 4.,Wieden",-3.3600000000000136,322.99,326.35,5.610000000000003,27.26,21.65,-0.51,0,0.51,4.329999999999998,41.3,36.97,0,0,0,-0.5899999999999999,11.69,12.28,-0.45999999999999375,67.61,68.07,-1.1799999999999997,14.38,15.56,-3.3399999999999963,37.42,40.76
905,"Wien 5.,Margareten",28.94999999999999,355.3,326.35,0.7200000000000024,22.37,21.65,1.8,2.31,0.51,0.8900000000000006,37.86,36.97,0,0,0,-1.959999999999999,10.32,12.28,41.32000000000001,109.39,68.07,-6.09,9.47,15.56,-10.389999999999997,30.37,40.76
906,"Wien 6.,Mariahilf",2.419999999999959,328.77,326.35,11.770000000000003,33.42,21.65,-0.51,0,0.51,-3.6599999999999966,33.31,36.97,0,0,0,1.25,13.53,12.28,3.4000000000000057,71.47,68.07,-5.07,10.49,15.56,-0.1699999999999946,40.59,40.76
907,"Wien 7.,Neubau",38.079999999999984,364.43,326.35,9.370000000000001,31.02,21.65,-0.51,0,0.51,6.990000000000002,43.96,36.97,0,0,0,-2.5299999999999994,9.75,12.28,1.4200000000000017,69.49,68.07,-2.24,13.32,15.56,4.8700000000000045,45.63,40.76
908,"Wien 8.,Josefstadt",-38.79000000000002,287.56,326.35,-3.4299999999999997,18.22,21.65,1.5999999999999999,2.11,0.51,-4.8699999999999974,32.1,36.97,0,0,0,1.9800000000000004,14.26,12.28,-21.75999999999999,46.31,68.07,-8.22,7.34,15.56,7.410000000000004,48.17,40.76
909,"Wien 9.,Alsergrund",-10.970000000000027,315.38,326.35,-1.0799999999999983,20.57,21.65,0.6599999999999999,1.17,0.51,-4.089999999999996,32.88,36.97,0,0,0,1.6500000000000004,13.93,12.28,-1.75,66.32,68.07,-3.51,12.05,15.56,-3.6499999999999986,37.11,40.76
910,"Wien 10.,Favoriten",50.52999999999997,376.88,326.35,2.1400000000000006,23.79,21.65,-0.10000000000000003,0.41,0.51,8.689999999999998,45.66,36.97,0,0,0,-1.7799999999999994,10.5,12.28,22.230000000000004,90.3,68.07,1.9799999999999986,17.54,15.56,-8.030000000000001,32.73,40.76
911,"Wien 11.,Simmering",70.44999999999999,396.8,326.35,0.8000000000000007,22.45,21.65,1.89,2.4,0.51,8.39,45.36,36.97,0,0,0,-0.2400000000000002,12.04,12.28,36.370000000000005,104.44,68.07,-2.110000000000001,13.45,15.56,-0.28000000000000114,40.48,40.76
912,"Wien 12.,Meidling",56.85999999999996,383.21,326.35,7.300000000000001,28.95,21.65,0.09999999999999998,0.61,0.51,4.359999999999999,41.33,36.97,0,0,0,2.26,14.54,12.28,24.830000000000013,92.9,68.07,-7.4,8.16,15.56,5.630000000000003,46.39,40.76
913,"Wien 13.,Hietzing",11.129999999999995,337.48,326.35,3.9800000000000004,25.63,21.65,0.6199999999999999,1.13,0.51,0.9500000000000028,37.92,36.97,0,0,0,0.009999999999999787,12.29,12.28,-3.4199999999999875,64.65,68.07,-6.09,9.47,15.56,8.57,49.33,40.76
914,"Wien 14.,Penzing",24.529999999999973,350.88,326.35,0.9299999999999997,22.58,21.65,-0.020000000000000018,0.49,0.51,9.579999999999998,46.55,36.97,0,0,0,-3.4499999999999993,8.83,12.28,19.99000000000001,88.06,68.07,-3.09,12.47,15.56,0.8800000000000026,41.64,40.76
915,"Wien 15.,Rudolfsheim-Fünfhaus",64.839999999999975,391.19,326.35,-3.9399999999999977,17.71,21.65,-0.51,0,0.51,10.660000000000004,47.63,36.97,0,0,0,2.74,15.02,12.28,30.88000000000001,98.95,68.07,-0.15000000000000036,15.41,15.56,0.8700000000000045,41.63,40.76
916,"Wien 16.,Ottakring",27.639999999999986,353.99,326.35,-0.629999999999999,21.02,21.65,0.42999999999999994,0.94,0.51,10.04,47.01,36.97,0,0,0,1.370000000000001,13.65,12.28,24,92.07,68.07,-0.370000000000001,15.19,15.56,2.520000000000003,43.28,40.76
917,"Wien 17.,Hernals",-11.870000000000005,314.48,326.35,-1.9699999999999989,19.68,21.65,-0.51,0,0.51,-6.07,30.9,36.97,0,0,0,0.3800000000000008,12.66,12.28,27.150000000000006,95.22,68.07,-5.18,10.38,15.56,-12.299999999999997,28.46,40.76
918,"Wien 18.,Währing",-12.470000000000027,313.88,326.35,4.240000000000002,25.89,21.65,0.10999999999999999,0.62,0.51,-5.989999999999998,30.98,36.97,0,0,0,-2.3099999999999987,9.97,12.28,-2.6499999999999915,65.42,68.07,-1.1400000000000006,14.42,15.56,-4.589999999999996,36.17,40.76
919,"Wien 19.,Döbling",-15.660000000000025,310.69,326.35,1.7100000000000009,23.36,21.65,-0.16999999999999998,0.34,0.51,2.5500000000000043,39.52,36.97,0,0,0,-0.5499999999999989,11.73,12.28,-7.179999999999993,60.89,68.07,-5.23,10.33,15.56,-0.8200000000000003,39.94,40.76
920,"Wien 20.,Brigittenau",55.26999999999998,381.62,326.35,13.850000000000001,35.5,21.65,-0.51,0,0.51,6.899999999999999,43.87,36.97,0,0,0,0.2599999999999998,12.54,12.28,32.620000000000005,100.69,68.07,-3.9299999999999997,11.63,15.56,-0.36999999999999744,40.39,40.76
921,"Wien 21.,Floridsdorf",60.289999999999964,386.64,326.35,3.8800000000000026,25.53,21.65,-0.28,0.23,0.51,1.9399999999999977,38.91,36.97,0,0,0,1.4800000000000004,13.76,12.28,26.42,94.49,68.07,2.83,18.39,15.56,2.3900000000000006,43.15,40.76
922,"Wien 22.,Donaustadt",24.659999999999968,351.01,326.35,2.41,24.06,21.65,0.29000000000000004,0.8,0.51,7.75,44.72,36.97,0,0,0,3.92,16.2,12.28,20.370000000000005,88.44,68.07,-3.3200000000000003,12.24,15.56,-3.239999999999995,37.52,40.76
923,"Wien 23.,Liesing",-4.439999999999998,321.91,326.35,6.790000000000003,28.44,21.65,-0.51,0,0.51,8.89,45.86,36.97,0,0,0,-0.25,12.03,12.28,-7.419999999999995,60.65,68.07,-6.5600000000000005,9,15.56,-5.559999999999995,35.2,40.76
